idOrder,Date,idWarehouse,Channel,Category,idBuyer,Product,Quantity,Revenue,RawMaterial,Handling,Logistic,idSales
447,2020-12-04 23:52:24,11,Domestic,Horeca,58,Salmon,10.26,2287980,2138243.9,5143.21,12742.52,9
448,2020-12-05 3:00:59,8,Domestic,Tokopedia,38,Salmon Whole Frozen,27.67,4952930,4593220,572.11,26208.01,9
449,2020-12-05 4:51:00,8,Domestic,Horeca,73,Salmon,19,4275000,4358942.15,75693.32,79689.93,16
450,2020-12-06 11:35:39,18,Domestic,Walk-in-Customer,65,Dori,50,1700000,1443732.46,3821.47,9467.87,8
451,2020-12-06 13:53:38,15,Export,Horeca,63,Baby Octopus,10,470000,475000,13652.13,30399.89,4
452,2020-12-06 22:18:54,12,Domestic,Tokopedia,2,Dori NBL Size 3,40,1560000,1216174.29,53788.9,110362.43,9
453,2020-12-07 8:09:26,16,Domestic,Shopee,40,Dori NBL 3 Glazing 20%,10,450000,382100,1013.75,39538.35,9
454,2020-12-07 8:51:04,3,Export,Horeca,86,Salmon,9.9,2207700,2162599.65,49756.34,54230.91,9
455,2020-12-07 13:18:39,14,Export,Tokopedia,41,Salmon,50.6,8349000,8056843.04,67008.9,149202.02,14
456,2020-12-07 17:52:39,5,Domestic,Horeca,41,Dori NBL Size 4,16,656000,624000,1808.57,17938.22,7
457,2020-12-09 22:08:36,11,Domestic,Walk-in-Customer,78,Salmon,11.3,2689400,2317734.79,2250.54,80876.94,1
458,2020-12-11 11:06:06,15,Domestic,Walk-in-Customer,25,Salmon Atlantik Whole,14.69,2644200,1663517.46,3301.63,60480.59,9
459,2020-12-11 18:07:56,15,Domestic,Walk-in-Customer,84,Cumi Tube,20,1260000,1110000,145.54,6667.18,5
460,2020-12-12 21:57:51,3,Export,Walk-in-Customer,95,Salmon Whole Frozen,25.25,4469250,3780526.33,320.74,4458.35,9
461,2020-12-13 23:34:29,11,Export,Shopee,85,Salmon,9.96,2370480,2042888.36,201.87,20369.77,9
462,2020-12-14 15:13:23,8,Domestic,Horeca,30,Salmon Trout Fresh,6.16,1570800,1380449.85,2556.72,23615.21,3
463,2020-12-14 15:36:45,2,Domestic,Walk-in-Customer,97,Salmon,10.44,2484720,2175756.95,1457.26,13531.37,12
464,2020-12-15 6:28:44,6,Domestic,Horeca,43,Salmon,12.8,2880000,2768955.81,50993.39,53685.85,6
465,2020-12-15 7:16:07,15,Domestic,Walk-in-Customer,29,Salmon Atlantik Whole,244.18,41022240,47624327.1,506887.78,634439.12,9
466,2020-12-15 10:55:30,18,Export,Walk-in-Customer,69,Dori,20,900000,700000,425,28857.9,4
467,2020-12-16 2:00:59,9,Export,Horeca,79,Salmon,20.04,4509000,4139505.82,15402.31,476756.54,14
468,2020-12-16 5:13:40,3,Domestic,Horeca,82,Dori NBL Size 4,20,880000,768776.46,3117.19,41748.22,5
469,2020-12-16 19:28:21,19,Domestic,Horeca,38,Salmon Whole Frozen,26.22,4588500,4002977.72,101.21,31047.5,11
470,2020-12-19 9:11:45,5,Domestic,Horeca,60,Salmon,10.18,2422840,2102802.86,53.44,16393.84,9
471,2020-12-19 11:29:06,16,Export,Walk-in-Customer,92,Salmon,40.8,9098400,8502958.21,20452.53,50672.02,9
472,2020-12-20 3:49:27,11,Export,Horeca,94,Salmon,31.22,7024500,6448870.84,4598.46,40731.94,9
473,2020-12-20 11:39:44,1,Domestic,Walk-in-Customer,42,Salmon,10.43,2482340,2154443.4,54.75,16796.44,9
474,2020-12-20 12:26:42,13,Domestic,Walk-in-Customer,3,Dori,30,1110000,990000,4743.43,8828.8,10
475,2020-12-20 22:41:15,19,Export,Horeca,88,Salmon,5.29,1253730,1102466.89,1453.24,7859.17,10
476,2020-12-21 9:19:25,7,Domestic,Walk-in-Customer,44,Salmon Whole Frozen,80.19,13872870,12242516.52,47388.38,1466839.97,12
477,2020-12-21 21:24:23,7,Export,Horeca,96,Salmon,10.7,2407500,2210215.18,389.38,18004.11,12
478,2020-12-21 21:48:14,9,Domestic,Horeca,98,Salmon,20.74,4625020,4322337.09,5361.03,28992.54,9
479,2020-12-22 9:35:09,15,Domestic,Tokopedia,21,Cumi Ring,10,550000,497572.96,1239.03,48324.65,9
480,2020-12-22 12:49:48,4,Domestic,Walk-in-Customer,16,Salmon,11.14,2484220,2321641.04,2879.55,15572.66,9
481,2020-12-23 13:35:48,1,Export,Shopee,33,Salmon,9.52,2142000,1966471.83,47.25,14493.57,9
482,2020-12-23 15:39:11,12,Export,Shopee,57,Salmon Tasman,24.84,6110640,4604554.32,10307.95,116943.87,3
483,2020-12-24 14:58:58,15,Domestic,Walk-in-Customer,92,Dori NBL,40,1800000,1550769.23,24163.76,12806.67,9
484,2020-12-26 1:13:58,5,Export,Tokopedia,62,Udang Pancet 21/25,14,2644432,2395309,12326.2,93169.39,9
485,2020-12-26 19:26:18,4,Export,Walk-in-Customer,80,Salmon,21.09,4745250,4356396.1,767.48,35486.61,2
486,2020-12-28 21:15:42,18,Export,Tokopedia,80,Salmon Whole Frozen,70.26,11592900,10726514.66,39600.22,1225768.65,3
487,2020-12-29 1:42:26,1,Domestic,Tokopedia,48,Dori BL 3 Glazing 45%,600,18900000,18566850.83,11084.64,102926.26,3
488,2020-12-30 11:55:32,10,Domestic,Tokopedia,75,Salmon Headless,89.1,15503400,15147000,12973.56,466225.76,15
489,2020-12-31 12:58:48,11,Domestic,Tokopedia,41,Ikan Nila Filllet,10,800000,690000,469.19,4356.67,5
490,2020-12-31 15:25:27,15,Domestic,Horeca,14,Lobster,11.05,2624375,2541500,670.55,55424.53,9
491,2021-01-01 7:05:48,3,Export,Horeca,65,Dori BL Size 3,1,42000,23360,1545.37,1218,12
492,2021-01-01 10:35:50,3,Export,Horeca,3,Salmon Whole Frozen,51.76,9368560,8992160,1082.16,49572.94,10
493,2021-01-02 10:40:30,18,Domestic,Horeca,61,Dori NBL 3 Glazing 20%,10,450000,382100,120.08,20929.93,9
494,2021-01-02 17:39:24,16,Domestic,Tokopedia,72,Lobster 100up,16.3,4042400,3926812.61,5471.57,250030.58,11
495,2021-01-03 5:56:22,10,Domestic,Walk-in-Customer,69,Cumi Ring,1,63000,11741.11,173.69,1722.73,12
496,2021-01-04 0:44:30,12,Domestic,Horeca,84,Dori NBL 4 Glazing 30%,70,2870000,2600294.12,3326.72,17990.97,9
497,2021-01-05 2:08:49,14,Export,Horeca,51,Cumi Ring,10,630000,483867.8,1003.76,27013.44,12
498,2021-01-06 4:51:42,14,Export,Horeca,88,Tuna Loin,10.5,945000,755075.38,109.16,5000.39,14
499,2021-01-06 14:52:06,13,Domestic,Shopee,92,Dori NBL Size 4,60,2520000,2340000,4250.95,48227.12,2
500,2021-01-08 1:21:25,19,Export,Tokopedia,3,Salmon Atlantik Whole,13.45,2421000,2168504.75,3667.38,83054.96,15
501,2021-01-08 4:19:08,18,Export,Horeca,22,Dori NBL 4 Glazing 20%,20,980000,800000,70.33,977.61,9
502,2021-01-08 8:49:28,17,Export,Horeca,98,Salmon Whole Frozen,24.89,4405530,3726625.76,2583.79,23991.78,14
503,2021-01-09 4:30:53,2,Domestic,Tokopedia,5,Rajungan,200,34400000,28600000,542449.96,587224.65,9
504,2021-01-12 15:29:59,9,Export,Horeca,62,Salmon,15.47,3449810,3224038.32,3998.8,21625.58,11
505,2021-01-14 22:27:19,1,Export,Shopee,46,Gurame Frozen,10,570000,529517.47,771.52,35255.65,9
506,2021-01-15 7:37:33,19,Domestic,Walk-in-Customer,87,Cumi Ring,20,1240000,1040000,5298.97,9862.81,9
507,2021-01-15 20:30:44,10,Domestic,Tokopedia,66,Cumi Ring,10,570000,483867.8,771.52,35255.65,11
508,2021-01-16 1:59:03,3,Export,Shopee,97,Cumi Tube,20,1220000,1020000,86.61,6421.99,14
509,2021-01-16 11:23:21,1,Domestic,Walk-in-Customer,33,Salmon Tasman,15,3675000,3360073.7,13309.49,84172.82,9
510,2021-01-16 16:23:08,12,Export,Walk-in-Customer,77,Dori NBL,20,880000,759864.86,736.4,26463.79,14
511,2021-01-16 23:29:28,16,Domestic,Horeca,42,Salmon Tasman,20.11,4625300,4365226.05,20295.94,148943.39,8
512,2021-01-17 15:38:12,14,Export,Shopee,79,Salmon Portion,3,765000,655380.21,3208.6,15038.25,9
513,2021-01-18 16:19:52,18,Domestic,Horeca,92,Cumi Tube,20,1220000,1110000,5213.5,9703.73,9
514,2021-01-18 18:10:18,3,Export,Shopee,49,Salmon Whole Frozen,49.8,8615400,7602909.62,29429.37,910944.39,2
515,2021-01-19 20:27:39,18,Domestic,Horeca,33,cumi Tube Size 5-6,50,2700000,2262457.11,11324.49,53076.17,9
516,2021-01-20 16:19:25,2,Export,Horeca,66,Cumi Ring,10,550000,483867.8,744.45,34018.61,9
517,2021-01-21 0:42:20,7,Domestic,Horeca,57,Salmon,10.82,2434500,2235002.64,53.7,16472.73,2
518,2021-01-21 18:37:48,14,Domestic,Shopee,46,Salmon,10.59,2361570,2207017.83,5308.63,13152.37,8
519,2021-01-22 0:47:55,3,Export,Tokopedia,22,Salmon,10.39,2316970,2165336.66,5208.38,12903.98,9
520,2021-01-22 13:05:40,5,Export,Horeca,12,Salmon Portion,4.67,1153490,1003236,2598.56,101349.09,9
521,2021-01-23 15:48:21,9,Domestic,Walk-in-Customer,89,Salmon,11.05,2464150,2302884.52,5539.23,13723.67,9
522,2021-01-23 19:39:26,17,Export,Horeca,66,Salmon,100.64,16907520,16102400,135699.41,302148.3,9
523,2021-01-23 23:59:59,14,Domestic,Tokopedia,32,Salmon Whole Frozen,52.96,9268000,8085343.25,1498.98,69309.29,11
524,2021-01-25 16:43:14,18,Export,Shopee,100,Salmon,7.2,302400,1476786.77,1456.35,2559.44,11
525,2021-01-27 21:41:54,6,Export,Shopee,76,Salmon Whole Frozen,54.7,9900700,9570767.9,4282.8,43518.3,10
526,2021-01-28 5:50:44,2,Export,Walk-in-Customer,72,Lobster,5.08,1206500,1168400,308.27,25480.23,9
527,2021-01-29 9:56:18,10,Domestic,Horeca,58,Gurame Frozen,10,570000,529517.47,436.88,23398.63,9
528,2021-01-29 19:46:12,17,Domestic,Shopee,82,Rajungan Pasteurisasi,200,36800000,31746000,3133.85,316226.09,9
529,2021-02-01 2:18:47,3,Domestic,Tokopedia,51,Salmon,6.16,1447600,1283779.97,103.89,1444.07,11
530,2021-02-01 14:20:55,7,Export,Walk-in-Customer,6,Salmon Whole Frozen,997.27,147595960,149315069,86563.4,803783.05,10
531,2021-02-03 16:28:56,2,Export,Walk-in-Customer,53,Salmon,20,4900000,4602911.82,172386.43,114170.5,3
532,2021-02-04 18:23:11,2,Export,Walk-in-Customer,53,Dori BL Size 4,5,190000,161371.95,428.03,16693.97,1
533,2021-02-04 19:51:38,2,Export,Shopee,14,Salmon Whole Frozen,25.6,4633600,4249600,535.23,24518.3,9
534,2021-02-09 1:19:42,3,Domestic,Horeca,88,Salmon Whole Frozen,26.02,4709620,4423400,544.01,24920.55,10
535,2021-02-09 20:39:43,19,Export,Horeca,51,Cumi Ring,10,670000,617411.11,836.58,15324.86,11
536,2021-02-12 20:46:54,3,Domestic,Tokopedia,27,Salmon Tasman,9.56,2313520,2088576.26,2627.98,66842.95,9
537,2021-02-13 17:24:43,12,Export,Tokopedia,51,Kakap Putih Fillet,5.18,388500,289216.67,450.32,2435.36,12
538,2021-02-14 10:32:44,11,Export,Horeca,59,Kakap Merah Fillet,20.41,1459315,1347060,855.87,7947.19,9
539,2021-02-14 12:38:23,11,Export,Horeca,9,Salmon Whole Frozen,109.48,18940040,16391763.27,1359.27,18893.84,12
540,2021-02-14 14:20:44,10,Domestic,Horeca,34,Salmon Whole Frozen,25.95,4696950,4645547.11,2203.99,15075.92,9
541,2021-02-15 23:28:14,10,Export,Tokopedia,66,Cumi Ring,20,1340000,978369.38,628.78,4301.03,9
542,2021-02-16 9:01:41,12,Domestic,Shopee,28,Salmon Atlantik Whole,13.32,2397600,2214146.25,1837.67,98422.02,9
543,2021-02-17 2:21:01,3,Export,Walk-in-Customer,92,Salmon,7.6,1801200,1558830.48,12566.08,40491.04,16
544,2021-02-17 2:38:06,14,Export,Walk-in-Customer,4,Lobster 300up,3.2,793600,768000,2811.14,37649.31,9
545,2021-02-17 10:05:07,18,Export,Walk-in-Customer,84,Salmon,15.4,3465000,3181057.37,2268.3,20091.99,9
546,2021-02-19 17:37:47,10,Export,Horeca,4,Udang Vaname Head On,3,360000,267000,417.29,2256.71,9
547,2021-02-20 6:25:33,18,Export,Tokopedia,12,Lobster,19.25,4331250,5133171.7,1727.79,26663.44,10
548,2021-02-20 19:10:41,15,Export,Walk-in-Customer,54,Salmon,20.43,4596750,4220065.07,15702.05,486034.73,12
549,2021-02-20 21:59:42,19,Domestic,Tokopedia,37,Salmon Tasman,40,9600000,8960196.52,21935.82,465885.09,9
550,2021-02-21 1:04:32,14,Domestic,Horeca,71,Salmon Tasman,2.52,609840,566767.54,2160.21,28931.52,16
551,2021-02-22 5:53:19,5,Export,Horeca,6,Salmon,10.38,2470440,2129034.26,2067.31,74292.27,9
552,2021-02-23 6:59:26,7,Domestic,Horeca,84,Salmon Whole Frozen,17.17,3039090,3380088.74,1989.48,17622.33,12
553,2021-02-23 9:22:32,15,Export,Walk-in-Customer,69,Salmon,25.15,5658750,5440565.52,192494.13,149375.45,12
554,2021-02-24 2:18:24,15,Export,Horeca,18,Salmon,10.6,2385000,2227486.71,1995.82,71722.88,9
555,2021-02-24 16:55:35,13,Export,Horeca,19,Salmon Atlantik Whole,24.69,4320750,2795932.34,7288.61,82689.41,11
556,2021-02-25 5:22:42,10,Domestic,Walk-in-Customer,66,Salmon Atlantik Whole,30,7200000,6750000,25050,353275.57,9
557,2021-02-25 21:02:07,3,Export,Horeca,78,Dori BL Size 3,50,1775000,1489051.85,7444.8,34892.67,9
558,2021-02-26 16:47:07,7,Domestic,Tokopedia,20,Salmon,10.1,2272500,2086277.88,367.55,16994.54,11
559,2021-02-27 2:06:08,13,Domestic,Shopee,25,Lobster 300up,29.61,7343280,7824000,9939.46,454196.66,9
560,2021-02-27 18:20:10,6,Domestic,Tokopedia,5,Salmon Whole Frozen,40,6760000,6640000,780.85,35769.96,2
561,2021-02-28 6:09:58,9,Export,Walk-in-Customer,66,Dori NBL 4 Glazing 30%,27.42,4853340,4654819.2,7351.94,166498.95,9
562,2021-02-28 13:40:26,2,Domestic,Horeca,20,Salmon Whole Frozen,29.78,5211500,4546478.89,17801.98,551034.97,9
563,2021-03-01 19:43:35,12,Domestic,Walk-in-Customer,17,Dori,230,7130000,6641169.32,16027.71,39709.35,9
564,2021-03-02 0:10:56,1,Export,Tokopedia,61,Dori NBL Size 4,20,800000,768776.46,613.17,32840.18,9
565,2021-03-02 5:21:44,12,Domestic,Walk-in-Customer,79,Udang Pancet 31-35,12.5,2187500,1265346.43,583.72,101742.72,3
566,2021-03-03 11:44:54,16,Export,Tokopedia,78,Salmon Whole Frozen,29.08,5263480,5081753.76,2099.67,32402.3,9
567,2021-03-03 20:41:13,3,Export,Tokopedia,90,Salmon Tasman,26.28,6044400,5706762.77,8181.37,373858.31,9
568,2021-03-04 7:08:05,12,Domestic,Tokopedia,60,Salmon Whole Frozen,53.07,9605670,9291529.3,4507.35,30831.56,5
569,2021-03-04 7:53:02,8,Domestic,Tokopedia,54,Salmon,2.77,656490,572177.2,2242.51,69413.59,9
570,2021-03-04 16:31:00,5,Export,Tokopedia,53,Cumi Ring,10,670000,488945.25,2810.15,13170.75,14
571,2021-03-04 20:25:47,8,Domestic,Walk-in-Customer,4,Salmon Whole Frozen,25.88,4373720,4296080,875.54,6716.91,11
572,2021-03-05 0:54:45,8,Export,Horeca,83,Salmon Tasman,20.95,3456750,4799191.27,4316.2,79065.99,9
573,2021-03-08 1:50:18,5,Domestic,Tokopedia,15,Salmon,51.69,8994060,8230399.54,142364.56,221338.92,11
574,2021-03-09 8:51:11,12,Export,Tokopedia,67,Salmon Whole Frozen,13.5,2497500,2241000,177.3,13146.67,14
575,2021-03-09 9:08:55,13,Export,Tokopedia,77,Dori,120,3720000,3464957.9,266.97,3710.93,16
576,2021-03-09 18:02:11,3,Domestic,Walk-in-Customer,12,Dori NBL,20,860000,759864.86,219.74,18162.45,10
577,2021-03-14 6:18:42,8,Domestic,Shopee,38,Dori,20,710000,623953.49,3440.97,8161.15,3
578,2021-03-14 13:20:31,11,Domestic,Tokopedia,50,Salmon,15.48,3483000,3197582.34,76.82,23567.27,5
579,2021-03-14 19:43:11,2,Export,Horeca,64,Dori NBL 5 Glazing 40%,10,450000,350000,294.58,2609.35,9
580,2021-03-16 13:04:04,16,Domestic,Walk-in-Customer,73,Cumi Tube,10,620000,555000,2649.48,4931.4,14
581,2021-03-16 13:49:45,15,Export,Tokopedia,36,Dori NBL 4 Glazing 30%,10,450000,375000,376.57,13532.62,9
582,2021-03-16 21:47:03,3,Domestic,Shopee,55,Dori NBL 4 Glazing 30%,203.79,34644300,33555230,39353.28,1000953.98,7
583,2021-03-17 22:16:32,13,Domestic,Tokopedia,99,Salmon Whole Frozen,109.76,16793280,16433685.93,1205.2,16752.32,9
584,2021-03-18 6:41:27,14,Export,Walk-in-Customer,20,Salmon Portion,3,750000,656389.14,27595.93,21750.07,1
585,2021-03-18 19:45:29,16,Export,Horeca,32,Dori NBL,60,2520000,2379594.59,12213.03,28966.34,4
586,2021-03-19 10:28:12,2,Export,Tokopedia,31,Dori NBL,150,6750000,6698986.49,1724.69,142554.15,9
587,2021-03-23 4:46:07,2,Export,Shopee,54,Salmon Whole Frozen,24.98,4246600,3740100.9,304.77,4236.24,13
588,2021-03-24 1:19:13,15,Export,Shopee,15,Salmon Portion,3,750000,612852.06,1194.96,32158.86,9
589,2021-03-24 16:36:57,4,Domestic,Tokopedia,93,Dori NBL 4 Glazing 30%,28.26,4888980,4797417.6,7405.93,167721.61,16
590,2021-03-25 7:35:12,17,Domestic,Walk-in-Customer,94,Salmon,10,2450000,2220063.47,54715.62,74125.41,9
591,2021-03-25 18:53:28,14,Export,Walk-in-Customer,90,Salmon Tasman,25.57,6162370,4739873.34,7694.52,140951.44,9
592,2021-03-26 5:03:08,10,Export,Tokopedia,88,Salmon,10.34,2305820,2154916.37,165.48,2300.2,9
593,2021-03-26 19:27:28,5,Export,Walk-in-Customer,3,Salmon Whole Frozen,24.74,4378980,3704167.18,5075.83,27450.21,9
594,2021-03-27 4:41:46,8,Export,Tokopedia,65,Salmon,25.68,5778000,5267206.14,4835.15,173758.82,9
595,2021-03-28 8:55:00,11,Export,Horeca,28,Salmon,12.25,2756250,2649977.24,77819.69,64831.59,16
596,2021-03-28 14:31:37,3,Domestic,Walk-in-Customer,80,Dori NBL,80,3440000,3176000,244.21,18107.92,9
597,2021-03-29 6:18:31,8,Domestic,Horeca,25,Salmon Whole Frozen,23.02,4074540,3514437.34,2667.32,23626.44,9
598,2021-03-29 11:47:03,6,Export,Walk-in-Customer,50,Udang Vannamei Size L,1,95000,86823.29,3495.48,2755.01,15
599,2021-03-29 12:49:51,10,Export,Horeca,88,Dori,25,1125000,875000,340,39465.5,4
600,2021-03-29 21:24:00,12,Export,Walk-in-Customer,34,Dori NBL,70,2940000,2659527.03,2460.25,88413.11,9
601,2021-03-29 21:56:13,19,Domestic,Tokopedia,6,Salmon Portion,2,500000,436920.14,567.96,14446.16,15
602,2021-03-31 8:08:35,6,Domestic,Shopee,87,Tuna Saku,30.04,2883840,2503333.33,1691.34,15704.91,14
603,2021-03-31 8:17:54,6,Domestic,Shopee,87,Salmon,19.5,4387500,4329312.09,123125.76,314255.98,9
604,2021-04-01 6:31:56,19,Export,Walk-in-Customer,44,Salmon,14.47,3429390,2988954.55,554.66,25646.16,9
605,2021-04-01 18:59:46,17,Export,Walk-in-Customer,98,Rajungan Pasteurisasi,150,25800000,23809500,569.07,174572.39,11
606,2021-04-02 7:15:52,1,Domestic,Horeca,43,Salmon Whole Frozen,26.48,4475120,4395680,895.84,6872.64,9
607,2021-04-02 23:37:15,2,Domestic,Shopee,50,Salmon,15.55,3498750,3212041.69,2290.39,20287.69,16
608,2021-04-04 4:42:55,18,Domestic,Walk-in-Customer,6,Dori NBL 4 Glazing 30%,124,5084000,4606235.29,11428.46,28314.49,5
609,2021-04-04 19:49:53,3,Domestic,Tokopedia,51,Dori,30,1020000,866239.48,853.56,30673.93,9
610,2021-04-05 9:57:49,18,Export,Walk-in-Customer,44,Dori NBL,60,2580000,2679594.59,659.21,54487.36,4
611,2021-04-05 21:49:30,14,Export,Walk-in-Customer,20,Salmon,15.38,3460500,3154580.63,2895.82,104065.83,10
612,2021-04-06 16:56:57,3,Export,Tokopedia,25,Dori,20,740000,636000,85.48,3915.65,9
613,2021-04-08 14:12:41,1,Domestic,Tokopedia,34,Salmon,10.94,2461500,2259790.1,8408.25,260265.29,4
614,2021-04-09 16:04:41,9,Export,Walk-in-Customer,41,Udang PND,14,1274000,1225000,2149.09,24381.49,9
615,2021-04-09 16:28:17,3,Export,Walk-in-Customer,51,Salmon,6,1422000,1230655.64,1189.96,42763.07,9
616,2021-04-11 15:23:22,4,Domestic,Shopee,38,Dori BL Size 4,20,880000,645487.82,3861.46,28337.66,4
617,2021-04-11 18:25:39,3,Domestic,Horeca,33,Salmon Portion,1,250000,204284.02,338.39,15463,12
618,2021-04-12 17:37:03,11,Domestic,Walk-in-Customer,63,Dori NBL 4 Glazingan 45%,100,5500000,3350000,889.55,41130.89,9
619,2021-04-13 1:31:20,16,Export,Walk-in-Customer,45,Salmon,52.37,9478970,9217120,1897.51,14557.27,11
620,2021-04-14 13:02:11,11,Domestic,Walk-in-Customer,30,Salmon,10.79,2427750,2228805.78,1589.28,14077.44,11
621,2021-04-15 19:52:49,8,Domestic,Shopee,87,Salmon,15.41,3544300,3211533.97,2078.69,19301.67,9
622,2021-04-16 4:57:46,8,Export,Walk-in-Customer,100,Dori BL Size 4,5,190000,148359.1,215.83,5489.54,14
623,2021-04-17 1:55:27,16,Export,Walk-in-Customer,43,Salmon,11.09,2473070,2311220.75,5559.28,13773.35,14
624,2021-04-18 16:40:15,13,Export,Horeca,68,Tuna Loin,14.75,1327500,1171312.77,1507.94,38354.55,9
625,2021-04-18 20:13:23,11,Export,Horeca,2,Salmon,24.7,5557500,5440565.52,541728.27,545621.49,9
626,2021-04-19 12:45:56,10,Domestic,Horeca,88,Salmon Tasman,12.27,2969340,2664458.87,10518.18,140868.94,14
627,2021-04-20 6:38:55,13,Domestic,Shopee,2,Rajungan Pasteurisasi,200,34400000,31746000,22519.32,199470.26,9
628,2021-04-20 6:42:14,5,Export,Tokopedia,66,Salmon,10.42,2323660,2171588.84,2693.44,14566.17,9
629,2021-04-21 3:32:50,7,Domestic,Tokopedia,87,Tuna Saku Root,3,306000,265432.14,1364.4,7859.12,2
630,2021-04-21 6:52:44,1,Domestic,Tokopedia,53,Salmon Atlantik Whole,21.9,3832500,3530873.9,132144.84,271130.77,10
631,2021-04-21 9:51:21,17,Domestic,Tokopedia,44,Salmon,20,4500000,4131243.33,99.26,30448.67,15
632,2021-04-21 12:13:27,10,Domestic,Walk-in-Customer,97,Salmon Whole Frozen,22.43,4059830,4042528.77,1905.03,13030.94,12
633,2021-04-21 13:30:45,1,Domestic,Walk-in-Customer,82,Udang PND,10,970000,875000,2806.81,22585.74,11
634,2021-04-22 5:50:55,1,Domestic,Tokopedia,92,Dori NBL,100,4200000,3799324.32,9441.29,23391.2,9
635,2021-04-23 12:31:22,7,Export,Walk-in-Customer,4,Salmon Portion Non Belly,20.52,4976100,4271398.9,11210.05,437215.06,9
636,2021-04-23 19:23:43,18,Domestic,Shopee,31,Dori BL Size 4,4,159600,145977.01,3704.64,19706.74,8
637,2021-04-24 7:06:29,4,Export,Horeca,54,Dori,200,8400000,5993820.2,40454.14,71095.61,9
638,2021-04-26 9:17:36,12,Domestic,Tokopedia,60,Dori NBL Size 4,150,5250000,5373934.22,5963.6,151684.65,1
639,2021-04-29 13:28:34,13,Export,Tokopedia,70,Salmon,15.25,3431250,3298951.26,143166.2,133538.99,9
640,2021-04-30 6:09:26,17,Domestic,Horeca,32,Dori BL Size 4,30,1200000,968231.73,4250.71,56929.39,12
641,2021-04-30 12:08:18,15,Domestic,Tokopedia,23,Dori NBL Size 4,10,340000,384388.23,1204.37,16129.99,10
642,2021-05-02 6:41:00,10,Domestic,Tokopedia,37,Udang Tiger 21-25 @700,100.1,18318300,14030016,80381.2,589883.85,9
643,2021-05-03 9:13:04,11,Export,Walk-in-Customer,51,Tuna Loin,10.4,915200,931647.94,2401.92,67632.54,14
644,2021-05-03 11:33:58,16,Domestic,Horeca,69,Dori,250,9000000,7492275.25,766.43,77337.9,3
645,2021-05-04 9:27:11,15,Domestic,Tokopedia,60,Salmon,10.65,2396250,2184413.76,2005.23,72061.19,9
646,2021-05-05 7:02:23,8,Export,Tokopedia,28,Salmon,15.71,3534750,3245091.64,12074.36,373744.77,9
647,2021-05-05 8:56:44,3,Export,Horeca,82,Salmon,19.89,4873050,4714000,308501.49,86372.81,7
648,2021-05-05 9:12:39,10,Export,Shopee,38,Salmon Portion,12.11,2845850,2601539.18,12487.67,91641.74,9
649,2021-05-06 8:14:13,3,Export,Shopee,41,Salmon Whole Frozen,27.46,4860420,4530900,23555.74,55868.48,9
650,2021-05-07 5:59:48,18,Domestic,Horeca,64,Tuna Saku Root,3,306000,265432.14,1283.44,6015.3,9
651,2021-05-07 17:28:00,6,Domestic,Tokopedia,16,Cumi Ring,9,495000,435481.02,379.4,20319.86,13
652,2021-05-09 0:23:28,19,Domestic,Horeca,37,Udang Pancet 21/25,10,1880000,1771754.23,2544.66,116281.79,15
653,2021-05-09 4:53:57,5,Export,Tokopedia,28,Salmon,20.95,4713750,4327477.39,762.39,35251.04,1
654,2021-05-10 12:11:34,14,Export,Tokopedia,57,Salmon,10.41,2342250,2150312.16,8000.9,247656.46,9
655,2021-05-10 17:49:50,13,Domestic,Walk-in-Customer,46,Salmon,10.06,2263500,2078015.4,7731.9,239329.88,9
656,2021-05-11 12:09:38,9,Export,Tokopedia,37,Dori BL 4 Glazingan 40%,30,1110000,945000,2495.2,6181.96,14
657,2021-05-11 14:25:46,17,Export,Horeca,26,Salmon Tasman,29.42,6913700,6427396.81,28997.81,135908.42,9
658,2021-05-11 22:20:34,10,Domestic,Horeca,28,Salmon Portion,2,500000,373079.49,843.44,9568.87,13
659,2021-05-11 23:39:20,12,Domestic,Horeca,54,Salmon Atlantik Whole,24.08,4262160,3926390.55,17876.58,83784.87,9
660,2021-05-12 8:19:59,1,Export,Tokopedia,51,Salmon Atlantik Whole,87.55,14883500,14275560.31,16906.52,430018.75,16
661,2021-05-12 12:23:21,11,Domestic,Horeca,88,Salmon Whole Frozen,50.13,8973270,8522100,1036.5,47481.29,9
662,2021-05-14 5:56:08,18,Export,Shopee,97,Salmon Tasman,25,5875000,5461758,24641.24,115489.82,3
663,2021-05-15 14:32:08,18,Export,Tokopedia,85,Dori,14,630000,490000,566.67,5358.87,12
664,2021-05-16 8:07:11,5,Domestic,Horeca,95,Salmon Atlantik Whole,25.02,4428540,4115661.97,19432.55,142607.35,11
665,2021-05-17 16:06:57,1,Export,Walk-in-Customer,81,Salmon,15.5,3487500,3461194.76,98465.73,82031.8,9
666,2021-05-17 21:12:31,14,Domestic,Walk-in-Customer,38,Salmon Whole Frozen,18.11,3205470,2988150,15535.12,36845.52,12
667,2021-05-18 11:38:13,5,Domestic,Tokopedia,67,Salmon Portion,29.97,7192800,6497432.86,248008.19,508855.69,4
668,2021-05-19 12:30:04,19,Export,Walk-in-Customer,37,Salmon,40.95,9131850,8534219.09,20527.72,50858.32,5
669,2021-05-20 14:00:42,2,Domestic,Shopee,93,Dori BL Size 4,1,42000,35813.29,188.54,637.04,9
